GENE,ENSGID,ENTREZ,Synonyms,GENE_description,HGNC,Chromosome,OMIM ID(supplied by OMIM)
IMPA2,ENSG00000141401,3613,,inositol monophosphatase 2,HGNC:6051,18p11.21,605922
IMPACT,ENSG00000154059,55364,RWDD5,impact RWD domain protein,HGNC:20387,18q11.2,615319
IMPDH1,ENSG00000106348,3614,"sWSS2608, LCA11",inosine monophosphate dehydrogenase 1,HGNC:6052,7q32.1,146690
IMPDH2,ENSG00000178035,3615,,inosine monophosphate dehydrogenase 2,HGNC:6053,3p21.31,146691
IMPG1,ENSG00000112706,3617,"IPM150, GP147",interphotoreceptor matrix proteoglycan 1,HGNC:6055,6q14.1,602870
IMPG2,ENSG00000081148,50939,"IPM200, RP56, SPACRCAN",interphotoreceptor matrix proteoglycan 2,HGNC:18362,3q12.3,607056
INA,ENSG00000148798,9118,NF-66,internexin neuronal intermediate filament protein alpha,HGNC:6057,10q24.33,605338
INAFM1,ENSG00000257704,255783,,InaF motif containing 1,HGNC:27406,19q13.32,
INAFM2,ENSG00000259330,100505573,OGU1,InaF motif containing 2,HGNC:35165,15q15.1,
INAVA,ENSG00000163362,55765,FLJ10901,innate immunity activator,HGNC:25599,1q32.1,618051
INCA1,ENSG00000196388,388324,,"inhibitor of CDK, cyclin A1 interacting protein 1",HGNC:32224,17p13.2,617374
INCENP,ENSG00000149503,3619,FLJ31633,inner centromere protein,HGNC:6058,11q12.3,604411
INF2,ENSG00000203485,64423,MGC13251,inverted formin 2,HGNC:23791,14q32.33,610982
ING1,ENSG00000153487,3621,"p33ING1, p33ING1b, p24ING1c, p33, p47, p47ING1a",inhibitor of growth family member 1,HGNC:6062,13q34,601566
ING2,ENSG00000168556,3622,p33ING2,inhibitor of growth family member 2,HGNC:6063,4q35.1,604215
ING3,ENSG00000071243,54556,"p47ING3, FLJ20089, Eaf4, MEAF4",inhibitor of growth family member 3,HGNC:14587,7q31.31,607493
ING4,ENSG00000111653,51147,"p29ING4, my036",inhibitor of growth family member 4,HGNC:19423,12p13.31,608524
ING5,ENSG00000168395,84289,"FLJ23842, p28ING5",inhibitor of growth family member 5,HGNC:19421,2q37.3,608525
INHA,ENSG00000123999,3623,,inhibin subunit alpha,HGNC:6065,2q35,147380
INHBA,ENSG00000122641,3624,,inhibin subunit beta A,HGNC:6066,7p14.1,147290
INHBB,ENSG00000163083,3625,,inhibin subunit beta B,HGNC:6067,2q14.2,147390
INHBC,ENSG00000175189,3626,,inhibin subunit beta C,HGNC:6068,12q13.3,601233
INHBE,ENSG00000139269,83729,"activin, MGC4638",inhibin subunit beta E,HGNC:24029,12q13.3,612031
INIP,ENSG00000148153,58493,"HSPC043, hSSBIP1, SOSS-C, MISE",INTS3 and NABP interacting protein,HGNC:24994,9q32,613273
INKA1,ENSG00000185614,389119,,inka box actin regulator 1,HGNC:32480,3p21.31,
INKA2,ENSG00000197852,55924,FLJ31105,inka box actin regulator 2,HGNC:28045,1p13.2,
INMT,ENSG00000241644,11185,,indolethylamine N-methyltransferase,HGNC:6069,7p14.3,604854
INO80,ENSG00000128908,54617,"KIAA1259, Ino80, hINO80, INO80A",INO80 complex ATPase subunit,HGNC:26956,15q15.1,610169
INO80B,ENSG00000115274,83444,"HMGIYL4, PAPA-1, hIes2, PAP-1BP, IES2",INO80 complex subunit B,HGNC:13324,2p13.1,616456
INO80C,ENSG00000153391,125476,"FLJ38183, hIes6, IES6",INO80 complex subunit C,HGNC:26994,18q12.2,
INO80D,ENSG00000114933,54891,FLJ20309,INO80 complex subunit D,HGNC:25997,2q33.3,
INO80E,ENSG00000169592,283899,FLJ90652,INO80 complex subunit E,HGNC:26905,16p11.2,
INPP1,ENSG00000151689,3628,,inositol polyphosphate-1-phosphatase,HGNC:6071,2q32.2,147263
INPP4A,ENSG00000040933,3631,,inositol polyphosphate-4-phosphatase type I A,HGNC:6074,2q11.2,600916
INPP4B,ENSG00000109452,8821,,inositol polyphosphate-4-phosphatase type II B,HGNC:6075,4q31.21,607494
INPP5A,ENSG00000068383,3632,5PTASE,inositol polyphosphate-5-phosphatase A,HGNC:6076,10q26.3,600106
INPP5B,ENSG00000204084,3633,,inositol polyphosphate-5-phosphatase B,HGNC:6077,1p34.3,147264
INPP5D,ENSG00000168918,3635,"SHIP, hp51CN, SHIP1",inositol polyphosphate-5-phosphatase D,HGNC:6079,2q37.1,601582
INPP5E,ENSG00000148384,56623,"PPI5PIV, CORS1, pharbin",inositol polyphosphate-5-phosphatase E,HGNC:21474,9q34.3,613037
INPP5F,ENSG00000198825,22876,"SAC2, KIAA0966, hSac2",inositol polyphosphate-5-phosphatase F,HGNC:17054,10q26.11,609389
INPP5J,ENSG00000185133,27124,"INPP5, PIPP",inositol polyphosphate-5-phosphatase J,HGNC:8956,22q12.2,606481
INPP5K,ENSG00000132376,51763,SKIP,inositol polyphosphate-5-phosphatase K,HGNC:33882,17p13.3,607875
INPPL1,ENSG00000165458,3636,SHIP2,inositol polyphosphate phosphatase like 1,HGNC:6080,11q13.4,600829
INS,ENSG00000254647,3630,,insulin,HGNC:6081,11p15.5,176730
INSC,ENSG00000188487,387755,,INSC spindle orientation adaptor protein,HGNC:33116,11p15.2,610668
INSIG1,ENSG00000186480,3638,"CL-6, MGC1405",insulin induced gene 1,HGNC:6083,7q36.3,602055
INSIG2,ENSG00000125629,51141,,insulin induced gene 2,HGNC:20452,2q14.1-q14.2,608660
INSL3,ENSG00000248099,3640,"RLF, MGC119818, MGC119819",insulin like 3,HGNC:6086,19p13.11,146738
INSL4,ENSG00000120211,3641,EPIL,insulin like 4,HGNC:6087,9p24.1,600910
INSL5,ENSG00000172410,10022,,insulin like 5,HGNC:6088,1p31.3,606413
INSL6,ENSG00000120210,11172,RIF1,insulin like 6,HGNC:6089,9p24.1,606414
INSM1,ENSG00000173404,3642,"IA-1, IA1",INSM transcriptional repressor 1,HGNC:6090,20p11.23,600010
INSM2,ENSG00000168348,84684,"IA-6, Mlt1",INSM transcriptional repressor 2,HGNC:17539,14q13.2,614027
INSR,ENSG00000171105,3643,CD220,insulin receptor,HGNC:6091,19p13.2,147670
INSRR,ENSG00000027644,3645,IRR,insulin receptor related receptor,HGNC:6093,1q23.1,147671
INSYN1,ENSG00000205363,388135,"MGC131524, LOC388135",inhibitory synaptic factor 1,HGNC:33753,15q24.1,617128
INSYN2A,nan,642938,FLJ45557,inhibitory synaptic factor 2A,HGNC:33859,10q26.2,617129
INSYN2B,ENSG00000204767,100131897,,inhibitory synaptic factor family member 2B,HGNC:37271,5q35.1,
INTS1,ENSG00000164880,26173,"DKFZp586J0619, KIAA1440, INT1, NET28",integrator complex subunit 1,HGNC:24555,7p22.3,611345
INTS10,ENSG00000104613,55174,"FLJ10569, INT10",integrator complex subunit 10,HGNC:25548,8p21.3,611353
INTS11,ENSG00000127054,54973,"FLJ20542, RC-68, CPSF73L, INT11",integrator complex subunit 11,HGNC:26052,1p36.33,611354
INTS12,ENSG00000138785,57117,"SBBI22, INT12",integrator complex subunit 12,HGNC:25067,4q24,611355
INTS13,ENSG00000064102,55726,"FLJ10637, NET48, Mat89Bb, SPATA30",integrator complex subunit 13,HGNC:20174,12p11.23,615079
INTS14,ENSG00000138614,81556,DKFZP564O1664,integrator complex subunit 14,HGNC:25372,15q22.31,
INTS2,nan,57508,INT2,integrator complex subunit 2,HGNC:29241,17q23.2,611346
INTS3,ENSG00000143624,65123,"FLJ21919, INT3, SOSS-A",integrator complex subunit 3,HGNC:26153,1q21.3,611347
INTS4,ENSG00000149262,92105,"INT4, MGC16733, MST093",integrator complex subunit 4,HGNC:25048,11q14.1,611348
INTS5,ENSG00000185085,80789,INT5,integrator complex subunit 5,HGNC:29352,11q12.3,611349
INTS6,ENSG00000102786,26512,"DICE1, HDB, Notchl2, DBI-1, DDX26A, INT6",integrator complex subunit 6,HGNC:14879,13q14.3,604331
INTS6L,ENSG00000165359,203522,FLJ41215,integrator complex subunit 6 like,HGNC:27334,Xq26.3,
INTS7,ENSG00000143493,25896,"DKFZP434B168, INT7",integrator complex subunit 7,HGNC:24484,1q32.3,611350
INTS8,ENSG00000164941,55656,"FLJ20530, INT8, MGC131633",integrator complex subunit 8,HGNC:26048,8q22.1,611351
INTS9,ENSG00000104299,55756,"FLJ10871, CPSF2L, RC-74",integrator complex subunit 9,HGNC:25592,8p21.1,611352
INTU,ENSG00000164066,27152,"KIAA1284, CPLANE4",inturned planar cell polarity protein,HGNC:29239,4q28.1,610621
INVS,ENSG00000119509,27130,,inversin,HGNC:17870,9q31.1,243305
IP6K1,ENSG00000176095,9807,KIAA0263,inositol hexakisphosphate kinase 1,HGNC:18360,3p21.31,606991
IP6K2,ENSG00000068745,51447,,inositol hexakisphosphate kinase 2,HGNC:17313,3p21.31,606992
IP6K3,ENSG00000161896,117283,INSP6K3,inositol hexakisphosphate kinase 3,HGNC:17269,6p21.31,606993
IPCEF1,ENSG00000074706,26034,"PIP3-E, KIAA0403",interaction protein for cytohesin exchange factors 1,HGNC:21204,6q25.2,
IPMK,ENSG00000151151,253430,,inositol polyphosphate multikinase,HGNC:20739,10q21.1,609851
IPO11,ENSG00000086200,51194,RanBP11,importin 11,HGNC:20628,5q12.1,610889
IPO13,ENSG00000117408,9670,"IMP13, KIAA0724, RANBP13",importin 13,HGNC:16853,1p34.1,610411
IPO4,ENSG00000196497,79711,"Imp4, FLJ23338",importin 4,HGNC:19426,14q12,
IPO5,ENSG00000065150,3843,"IMB3, MGC2068, Pse1",importin 5,HGNC:6402,13q32.2,602008
IPO7,ENSG00000205339,10527,Imp7,importin 7,HGNC:9852,11p15.4,605586
IPO8,ENSG00000133704,10526,IMP8,importin 8,HGNC:9853,12p11.21,605600
IPO9,ENSG00000198700,55705,"Imp9, FLJ10402",importin 9,HGNC:19425,1q32.1,
IPP,ENSG00000197429,3652,KLHL27,intracisternal A particle-promoted polypeptide,HGNC:6108,1p34.1,147485
IPPK,ENSG00000127080,64768,"INSP5K2, FLJ13163, IP5K, IPK1",inositol-pentakisphosphate 2-kinase,HGNC:14645,9q22.31,
IQANK1,ENSG00000203499,642574,,IQ motif and ankyrin repeat containing 1,HGNC:49576,8q24.3,
IQCA1,ENSG00000132321,79781,"FLJ22527, DRC11",IQ motif containing with AAA domain 1,HGNC:26195,2q37.2-q37.3,
IQCA1L,ENSG00000278685,392843,TCAG_9762,IQ motif containing with AAA domain 1 like,HGNC:22831,7q36.1,
IQCB1,ENSG00000173226,9657,"KIAA0036, NPHP5, SLSN5",IQ motif containing B1,HGNC:28949,3q13.33,609237
IQCC,ENSG00000160051,55721,FLJ10547,IQ motif containing C,HGNC:25545,1p35.2,
IQCD,ENSG00000166578,115811,"DRC10, CFAP84",IQ motif containing D,HGNC:25168,12q24.13,
IQCE,ENSG00000106012,23288,KIAA1023,IQ motif containing E,HGNC:29171,7p22.3,617631
IQCF1,ENSG00000173389,132141,MGC39725,IQ motif containing F1,HGNC:28607,3p21.2,
IQCF2,ENSG00000184345,389123,,IQ motif containing F2,HGNC:31815,3p21.2,
IQCF3,ENSG00000229972,401067,,IQ motif containing F3,HGNC:31816,3p21.2,
IQCF5,ENSG00000214681,389124,,IQ motif containing F5,HGNC:35159,3p21.2,
IQCF6,ENSG00000214686,440956,,IQ motif containing F6,HGNC:35158,3p21.2,
IQCG,ENSG00000114473,84223,"DKFZp434B227, DRC9, CFAP122",IQ motif containing G,HGNC:25251,3q29,612477
IQCH,ENSG00000103599,64799,FLJ12476,IQ motif containing H,HGNC:25721,15q23,612523
IQCJ,ENSG00000214216,654502,,IQ motif containing J,HGNC:32406,3q25.32,611622
IQCK,ENSG00000174628,124152,"MGC35048, FLJ36575",IQ motif containing K,HGNC:28556,16p12.3,
IQCM,ENSG00000234828,285423,,IQ motif containing M,HGNC:53443,4q31.23,
IQCN,ENSG00000130518,80726,,IQ motif containing N,HGNC:29350,19p13.11,
IQGAP1,ENSG00000140575,8826,"p195, KIAA0051, SAR1, HUMORFA01",IQ motif containing GTPase activating protein 1,HGNC:6110,15q26.1,603379
IQGAP2,ENSG00000145703,10788,,IQ motif containing GTPase activating protein 2,HGNC:6111,5q13.3,605401
IQGAP3,ENSG00000183856,128239,,IQ motif containing GTPase activating protein 3,HGNC:20669,1q22,
IQSEC1,ENSG00000144711,9922,"KIAA0763, GEP100, BRAG2, ARF-GEP100",IQ motif and Sec7 domain ArfGEF 1,HGNC:29112,3p25.2,610166
IQSEC2,ENSG00000124313,23096,"KIAA0522, BRAG1, IQ-ArfGEF",IQ motif and Sec7 domain ArfGEF 2,HGNC:29059,Xp11.22,300522
IQSEC3,ENSG00000120645,440073,"KIAA1110, MGC30156",IQ motif and Sec7 domain ArfGEF 3,HGNC:29193,12p13.33,612118
IQUB,ENSG00000164675,154865,FLJ35834,IQ motif and ubiquitin domain containing,HGNC:21995,7q31.32,
IRAG1,ENSG00000072952,10335,"JAW1L, IRAG","inositol 1,4,5-triphosphate receptor associated 1",HGNC:7237,11p15.4,604673
IRAG2,ENSG00000118308,4033,JAW1,"inositol 1,4,5-triphosphate receptor associated 2",HGNC:6690,12p12.1,602003
IRAK1,ENSG00000184216,3654,"IRAK, pelle",interleukin 1 receptor associated kinase 1,HGNC:6112,Xq28,300283
IRAK1BP1,ENSG00000146243,134728,"AIP70, SIMPL",interleukin 1 receptor associated kinase 1 binding protein 1,HGNC:17368,6q14.1,615375
IRAK2,ENSG00000134070,3656,,interleukin 1 receptor associated kinase 2,HGNC:6113,3p25.3,603304
IRAK3,ENSG00000090376,11213,IRAK-M,interleukin 1 receptor associated kinase 3,HGNC:17020,12q14.3,604459
IRAK4,nan,51135,NY-REN-64,interleukin 1 receptor associated kinase 4,HGNC:17967,12q12,606883
IREB2,ENSG00000136381,3658,IRP2,iron responsive element binding protein 2,HGNC:6115,15q25.1,147582
IRF1,ENSG00000125347,3659,MAR,interferon regulatory factor 1,HGNC:6116,5q31.1,147575
IRF2,ENSG00000168310,3660,,interferon regulatory factor 2,HGNC:6117,4q35.1,147576
IRF2BP1,nan,26145,"DKFZP434M154, IRF-2BP1",interferon regulatory factor 2 binding protein 1,HGNC:21728,19q13.32,615331
IRF2BP2,ENSG00000168264,359948,IRF-2BP2,interferon regulatory factor 2 binding protein 2,HGNC:21729,1q42.3,615332
IRF2BPL,ENSG00000119669,64207,"EAP1, KIAA1865",interferon regulatory factor 2 binding protein like,HGNC:14282,14q24.3,611720
IRF3,ENSG00000126456,3661,,interferon regulatory factor 3,HGNC:6118,19q13.33,603734
IRF4,ENSG00000137265,3662,LSIRF,interferon regulatory factor 4,HGNC:6119,6p25.3,601900
IRF5,ENSG00000128604,3663,,interferon regulatory factor 5,HGNC:6120,7q32.1,607218
IRF6,ENSG00000117595,3664,"OFC6, VWS1",interferon regulatory factor 6,HGNC:6121,1q32.2,607199
IRF7,ENSG00000185507,3665,,interferon regulatory factor 7,HGNC:6122,11p15.5,605047
IRF8,ENSG00000140968,3394,"IRF-8, ICSBP",interferon regulatory factor 8,HGNC:5358,16q24.1,601565
IRF9,ENSG00000213928,10379,,interferon regulatory factor 9,HGNC:6131,14q12,147574
IRGC,ENSG00000124449,56269,"Iigp5, CINEMA",immunity related GTPase cinema,HGNC:28835,19q13.31,
IRGM,ENSG00000237693,345611,"LRG47, LRG-47, IFI1",immunity related GTPase M,HGNC:29597,5q33.1,608212
IRGQ,nan,126298,FKSG27,immunity related GTPase Q,HGNC:24868,19q13.31,
IRS1,ENSG00000169047,3667,HIRS-1,insulin receptor substrate 1,HGNC:6125,2q36.3,147545
IRS2,ENSG00000185950,8660,,insulin receptor substrate 2,HGNC:6126,13q34,600797
IRS4,ENSG00000133124,8471,"PY160, IRS-4",insulin receptor substrate 4,HGNC:6128,Xq22.3,300904
IRX1,ENSG00000170549,79192,IRX-5,iroquois homeobox 1,HGNC:14358,5p15.33,606197
IRX2,ENSG00000170561,153572,,iroquois homeobox 2,HGNC:14359,5p15.33,606198
IRX3,ENSG00000177508,79191,IRX-1,iroquois homeobox 3,HGNC:14360,16q12.2,612985
IRX4,ENSG00000113430,50805,,iroquois homeobox 4,HGNC:6129,5p15.33,606199
IRX5,ENSG00000176842,10265,IRX-2a,iroquois homeobox 5,HGNC:14361,16q12.2,606195
IRX6,nan,79190,IRX-3,iroquois homeobox 6,HGNC:14675,16q12.2,606196
ISCA1,ENSG00000135070,81689,"MGC4276, ISA1, hIscA",iron-sulfur cluster assembly 1,HGNC:28660,9q21.33,611006
ISCA2,ENSG00000165898,122961,ISA2,iron-sulfur cluster assembly 2,HGNC:19857,14q24.3,615317
ISCU,ENSG00000136003,23479,"ISU2, hnifU, IscU",iron-sulfur cluster assembly enzyme,HGNC:29882,12q23.3,611911
ISG15,ENSG00000187608,9636,"IFI15, UCRP",ISG15 ubiquitin like modifier,HGNC:4053,1p36.33,147571
ISG20,ENSG00000172183,3669,"HEM45, CD25",interferon stimulated exonuclease gene 20,HGNC:6130,15q26.1,604533
ISG20L2,ENSG00000143319,81875,FLJ12671,interferon stimulated exonuclease gene 20 like 2,HGNC:25745,1q23.1,611930
ISL1,ENSG00000016082,3670,"Isl-1, ISLET1",ISL LIM homeobox 1,HGNC:6132,5q11.1,600366
ISL2,ENSG00000159556,64843,FLJ10160,ISL LIM homeobox 2,HGNC:18524,15q24.3,609481
ISLR,ENSG00000129009,3671,HsT17563,immunoglobulin superfamily containing leucine rich repeat,HGNC:6133,15q24.1,602059
ISLR2,ENSG00000167178,57611,KIAA1465,immunoglobulin superfamily containing leucine rich repeat 2,HGNC:29286,15q24.1,614179
ISM1,ENSG00000101230,140862,bA149I18.1,isthmin 1,HGNC:16213,20p12.1,615793
ISM2,ENSG00000100593,145501,"FLJ32147, TAIL1",isthmin 2,HGNC:23176,14q24.3,612684
ISOC1,ENSG00000066583,51015,CGI-111,isochorismatase domain containing 1,HGNC:24254,5q23.3,
ISOC2,ENSG00000063241,79763,FLJ23469,isochorismatase domain containing 2,HGNC:26278,19q13.42,612928
IST1,ENSG00000182149,9798,CHMP8,IST1 factor associated with ESCRT-III,HGNC:28977,16q22.2,616434
ISX,ENSG00000175329,91464,RAXLX,intestine specific homeobox,HGNC:28084,22q12.3,612019
ISY1,ENSG00000240682,57461,"KIAA1160, fSAP33",ISY1 splicing factor homolog,HGNC:29201,3q21.3,612764
ISYNA1,ENSG00000105655,51477,"Ino1, INOS, IPS",inositol-3-phosphate synthase 1,HGNC:29821,19p13.11,611670
ITCH,ENSG00000078747,83737,AIP4,itchy E3 ubiquitin protein ligase,HGNC:13890,20q11.22,606409
ITFG1,ENSG00000129636,81533,"CDA08, TIP, LNKN-1",integrin alpha FG-GAP repeat containing 1,HGNC:30697,16q12.1,611803
ITFG2,ENSG00000111203,55846,MDS028,integrin alpha FG-GAP repeat containing 2,HGNC:30879,12p13.33,617421
ITGA1,ENSG00000213949,3672,"VLA1, CD49a",integrin subunit alpha 1,HGNC:6134,5q11.2,192968
ITGA10,ENSG00000143127,8515,,integrin subunit alpha 10,HGNC:6135,1q21.1,604042
ITGA11,ENSG00000137809,22801,HsT18964,integrin subunit alpha 11,HGNC:6136,15q23,604789
ITGA2,ENSG00000164171,3673,CD49b,integrin subunit alpha 2,HGNC:6137,5q11.2,192974
ITGA2B,ENSG00000005961,3674,"CD41B, CD41, PPP1R93",integrin subunit alpha 2b,HGNC:6138,17q21.31,607759
ITGA3,ENSG00000005884,3675,"CD49c, VLA3a, VCA-2, GAP-B3",integrin subunit alpha 3,HGNC:6139,17q21.33,605025
ITGA4,ENSG00000115232,3676,CD49d,integrin subunit alpha 4,HGNC:6140,2q31.3,192975
ITGA5,ENSG00000161638,3678,CD49e,integrin subunit alpha 5,HGNC:6141,12q13.13,135620
ITGA6,ENSG00000091409,,CD49f,integrin subunit alpha 6,HGNC:6142,2q31.1,147556
ITGA7,ENSG00000135424,3679,,integrin subunit alpha 7,HGNC:6143,12q13.2,600536
ITGA8,ENSG00000077943,8516,,integrin subunit alpha 8,HGNC:6144,10p13,604063
ITGA9,ENSG00000144668,3680,"RLC, ITGA4L, ALPHA-RLC",integrin subunit alpha 9,HGNC:6145,3p22.2,603963
ITGAD,ENSG00000156886,3681,"CD11d, ADB2",integrin subunit alpha D,HGNC:6146,16p11.2,602453
ITGAE,ENSG00000083457,3682,"CD103, HUMINAE",integrin subunit alpha E,HGNC:6147,17p13.2,604682
ITGAL,ENSG00000005844,3683,LFA-1,integrin subunit alpha L,HGNC:6148,16p11.2,153370
ITGAM,nan,3684,"MAC-1, CD11b",integrin subunit alpha M,HGNC:6149,16p11.2,120980
ITGAV,ENSG00000138448,3685,CD51,integrin subunit alpha V,HGNC:6150,2q32.1,193210
ITGAX,ENSG00000140678,3687,CD11c,integrin subunit alpha X,HGNC:6152,16p11.2,151510
ITGB1,ENSG00000150093,3688,"CD29, GPIIA",integrin subunit beta 1,HGNC:6153,10p11.22,135630
ITGB1BP1,ENSG00000119185,9270,"ICAP-1A, ICAP-1B, ICAP1, ICAP1A, ICAP1B, ICAP-1alpha",integrin subunit beta 1 binding protein 1,HGNC:23927,2p25.1,607153
ITGB1BP2,ENSG00000147166,26548,CHORDC3,integrin subunit beta 1 binding protein 2,HGNC:6154,Xq13.1,300332
ITGB2,ENSG00000160255,3689,"LFA-1, MAC-1",integrin subunit beta 2,HGNC:6155,21q22.3,600065
ITGB3,ENSG00000259207,3690,"CD61, GPIIIa",integrin subunit beta 3,HGNC:6156,17q21.32,173470
ITGB3BP,ENSG00000142856,23421,"NRIF3, HSU37139, TAP20, CENPR",integrin subunit beta 3 binding protein,HGNC:6157,1p31.3,605494
ITGB4,ENSG00000132470,3691,CD104,integrin subunit beta 4,HGNC:6158,17q25.1,147557
ITGB5,ENSG00000082781,3693,,integrin subunit beta 5,HGNC:6160,3q21.2,147561
ITGB6,ENSG00000115221,3694,,integrin subunit beta 6,HGNC:6161,2q24.2,147558
ITGB7,ENSG00000139626,3695,,integrin subunit beta 7,HGNC:6162,12q13.13,147559
ITGB8,ENSG00000105855,3696,,integrin subunit beta 8,HGNC:6163,7p21.1,604160
ITGBL1,ENSG00000198542,9358,"TIED, OSCP",integrin subunit beta like 1,HGNC:6164,13q33.1,604234
ITIH1,ENSG00000055957,3697,"H1P, IATIH, ITIH",inter-alpha-trypsin inhibitor heavy chain 1,HGNC:6166,3p21.1,147270
ITIH2,ENSG00000151655,3698,H2P,inter-alpha-trypsin inhibitor heavy chain 2,HGNC:6167,10p14,146640
ITIH3,ENSG00000162267,3699,H3P,inter-alpha-trypsin inhibitor heavy chain 3,HGNC:6168,3p21.1,146650
ITIH4,ENSG00000055955,3700,"IHRP, H4P",inter-alpha-trypsin inhibitor heavy chain 4,HGNC:6169,3p21.1,600564
ITIH5,ENSG00000123243,80760,MGC10848,inter-alpha-trypsin inhibitor heavy chain 5,HGNC:21449,10p14,609783
ITIH6,ENSG00000102313,347365,UNQ6369,inter-alpha-trypsin inhibitor heavy chain family member 6,HGNC:28907,Xp11.22,
ITK,ENSG00000113263,3702,"EMT, PSCTK2, LYK",IL2 inducible T cell kinase,HGNC:6171,5q33.3,186973
ITLN1,ENSG00000179914,55600,"ITLN, FLJ20022, LFR, HL-1, hIntL",intelectin 1,HGNC:18259,1q23.3,609873
ITLN2,ENSG00000158764,142683,HL-2,intelectin 2,HGNC:20599,1q23.3,609874
ITM2A,ENSG00000078596,9452,"BRICD2A, E25A",integral membrane protein 2A,HGNC:6173,Xq21.1,300222
ITM2B,ENSG00000136156,9445,"BRI, E25B, E3-16, BRICD2B, BRI2",integral membrane protein 2B,HGNC:6174,13q14.2,603904
ITM2C,ENSG00000135916,81618,"BRI3, E25, hRPC.1050_D_4, ITM3, BRICD2C",integral membrane protein 2C,HGNC:6175,2q37.1,609554
ITPA,ENSG00000125877,3704,"HLC14-06-P, dJ794I6.3",inosine triphosphatase,HGNC:6176,20p13,147520
ITPK1,ENSG00000100605,3705,,inositol-tetrakisphosphate 1-kinase,HGNC:6177,14q32.12,601838
ITPKA,ENSG00000137825,3706,"IP3KA, IP3-3KA",inositol-trisphosphate 3-kinase A,HGNC:6178,15q15.1,147521
ITPKB,ENSG00000143772,3707,"IP3KB, IP3-3KB",inositol-trisphosphate 3-kinase B,HGNC:6179,1q42.12,147522
ITPKC,ENSG00000086544,80271,"IP3KC, IP3-3KC",inositol-trisphosphate 3-kinase C,HGNC:14897,19q13.2,606476
ITPR1,ENSG00000150995,3708,"Insp3r1, IP3R1, ACV, PPP1R94","inositol 1,4,5-trisphosphate receptor type 1",HGNC:6180,3p26.1,147265
ITPR2,ENSG00000123104,3709,"IP3R2, CFAP48","inositol 1,4,5-trisphosphate receptor type 2",HGNC:6181,12p11.23,600144
ITPR3,ENSG00000096433,3710,IP3R3,"inositol 1,4,5-trisphosphate receptor type 3",HGNC:6182,6p21.31,147267
ITPRID1,ENSG00000180347,223075,FLJ38344,ITPR interacting domain containing 1,HGNC:27363,7p14.3,
ITPRID2,ENSG00000138434,6744,"CS-1, SPAG13, KRAP, KIAA1927",ITPR interacting domain containing 2,HGNC:11319,2q31.3,118990
ITPRIP,ENSG00000148841,85450,"bA127L20.2, DANGER","inositol 1,4,5-trisphosphate receptor interacting protein",HGNC:29370,10q25.1,
ITPRIPL1,ENSG00000198885,150771,,ITPRIP like 1,HGNC:29371,2q11.2,
ITPRIPL2,ENSG00000205730,162073,"FLJ22994, MGC126798, MGC126800, LOC162073",ITPRIP like 2,HGNC:27257,16p12.3,
ITSN1,ENSG00000205726,6453,"SH3P17, MGC134948, MGC134949",intersectin 1,HGNC:6183,21q22.11,602442
ITSN2,ENSG00000198399,50618,"KIAA1256, SWAP, SH3P18, SWA, PRO2015",intersectin 2,HGNC:6184,2p23.3,604464
IVD,ENSG00000128928,3712,ACAD2,isovaleryl-CoA dehydrogenase,HGNC:6186,15q15.1,607036
IVL,ENSG00000163207,3713,,involucrin,HGNC:6187,1q21.3,147360
IVNS1ABP,ENSG00000116679,10625,"NS1-BP, HSPC068, NS-1, KIAA0850, ND1, KLHL39, ARA3",influenza virus NS1A binding protein,HGNC:16951,1q25.3,609209
IWS1,ENSG00000163166,55677,"DKFZp761G0123, FLJ10006, FLJ14655, FLJ32319","interacts with SUPT6H, CTD assembly factor 1",HGNC:25467,2q14.3,
IYD,ENSG00000009765,389434,"dJ422F24.1, DEHAL1",iodotyrosine deiodinase,HGNC:21071,6q25.1,612025
IZUMO1,ENSG00000182264,284359,"IZUMO, MGC34799, OBF",izumo sperm-egg fusion 1,HGNC:28539,19q13.33,609278
IZUMO1R,ENSG00000183560,390243,"Folbp3, JUNO","IZUMO1 receptor, JUNO",HGNC:32565,11q21,615737
IZUMO2,ENSG00000161652,126123,"MGC33947, SCRL",IZUMO family member 2,HGNC:28518,19q13.33,
